pyears,n,event,rate,term,group,outcome,analysis,pyears_unexposed,ratio,ratio_text
42.85557837097878,264,NA,0,severity3,severity,calcium_and_vit_d,sens_all_follow_up,4182.661190965093,15.434447015083704,1:15
4676.621492128679,29527,NA,1.4968070458089986,asthma0,asthma,calcium_and_vit_d,sens_all_follow_up,4676.621492128679,173.27409210793266,1:173
26.989733059548254,147,NA,0,asthma1,asthma,calcium_and_vit_d,sens_all_follow_up,4676.621492128679,173.27409210793266,1:173
4696.073921971252,29632,NA,1.4906068593276398,alc0,alc,calcium_and_vit_d,sens_all_follow_up,4696.073921971252,623.0443152924082,1:623
NA,42,NA,0,alc1,alc,calcium_and_vit_d,sens_all_follow_up,4696.073921971252,623.0443152924082,1:623
330.10814510609174,3836,NA,0,patternintermittent,pattern,calcium_and_vit_d,sens_shorter_windows,330.10814510609174,2.693263045032166,1:3
122.5681040383299,1648,NA,8.158729449606863,patterncontinuous,pattern,calcium_and_vit_d,sens_shorter_windows,330.10814510609174,2.693263045032166,1:3
NA,96,NA,0,cumdaysfew,cumdays,calcium_and_vit_d,sens_shorter_windows,NA,0.017564590180077052,1:0
444.8624229979466,5388,NA,2.247885971714486,cumdaysmany,cumdays,calcium_and_vit_d,sens_shorter_windows,NA,0.017564590180077052,1:0
116.73921971252567,1401,NA,8.566101456413143,pattern_rt_gapintermittent,pattern_rt_gap,calcium_and_vit_d,sens_shorter_windows,116.73921971252567,0.3475032803318636,1:0
